Timestep,Queue 1,Queue 2,Queue 3,Queue 4,Queue 5,Queue 6,Queue 7
1697,1,0,0,0,0,0,2
1698,1,0,0,0,0,0,2
1699,0,0,0,0,0,0,4
1700,1,0,0,0,0,0,4
1701,0,0,0,0,0,0,3
1702,1,0,0,0,0,0,3
1703,0,0,0,0,0,0,3
1704,1,0,0,0,0,0,3
1705,0,1,0,0,0,0,3
1706,1,0,0,0,0,0,3
1707,1,1,0,0,0,0,2
1708,1,1,0,0,0,1,2
1709,2,0,0,0,0,1,2
1710,2,1,0,0,0,1,2
1711,1,2,0,0,0,0,2
1712,0,1,0,0,0,0,2
1713,1,1,0,0,0,0,2
1714,1,0,0,0,0,1,2
1715,0,1,0,0,0,1,2
1716,1,1,0,0,0,1,2
1717,2,1,0,0,0,1,2
1718,1,0,0,0,0,0,1
1719,1,1,0,0,0,0,1
1720,1,1,0,0,0,1,1
1721,2,1,0,0,0,1,1
1722,2,2,0,0,0,1,1
1723,2,0,0,0,0,2,2
1724,2,1,0,0,0,2,2
1725,1,1,0,0,0,1,2
1726,1,0,0,0,0,0,2
1727,1,0,0,0,0,0,3
1728,0,1,0,0,0,0,3
1729,0,0,0,0,0,0,2
1730,0,0,0,0,0,0,2
1731,1,0,0,0,0,0,1
1732,1,0,0,0,0,0,1
1733,0,1,0,0,0,0,2
1734,1,1,0,0,0,0,3
1735,1,1,0,0,0,1,3
1736,2,1,0,0,0,1,3
1737,2,2,0,0,0,0,3
1738,2,2,0,0,0,1,3
1739,1,1,0,0,0,2,4
1740,2,1,0,0,0,2,4
1741,2,2,0,0,0,2,4
1742,3,2,0,0,0,2,4
1743,3,3,0,0,0,2,4
1744,2,3,0,0,0,3,4
1745,3,2,0,0,0,3,4
1746,2,3,0,0,0,3,4
1747,3,2,0,0,0,3,4
1748,3,3,0,0,0,3,4
1749,3,3,0,0,0,3,4
1750,4,2,0,0,0,2,4
1751,4,3,0,0,0,2,4
1752,3,1,0,0,0,2,4
1753,3,2,0,0,0,2,4
1754,3,3,0,0,0,2,4
1755,2,3,0,0,0,3,4
1756,3,2,0,0,0,3,4
1757,2,3,0,0,0,2,4
1758,2,2,0,0,0,2,4
1759,3,2,0,0,0,2,4
1760,3,3,0,0,0,2,4
1761,3,2,0,0,0,3,4
1762,2,2,0,0,0,2,4
1763,3,2,0,0,0,2,4
1764,3,3,0,0,0,2,4
1765,2,3,0,0,0,3,4
1766,3,3,0,0,0,3,4
1767,4,3,0,0,0,3,4
1768,4,3,0,0,0,3,4
1769,3,4,0,0,0,3,4
1770,4,4,0,0,0,2,4
1771,4,4,0,0,0,3,4
1772,4,4,0,0,0,4,4
1773,4,4,0,0,0,4,4
1774,3,3,0,0,0,4,4
1775,3,3,1,0,0,4,4
1776,3,3,2,0,0,4,4
1777,3,3,3,0,0,4,4
1778,3,3,2,0,0,4,4
1779,3,2,3,0,0,4,4
1780,3,3,3,0,0,4,4
1781,4,3,3,0,0,4,4
1782,4,3,3,0,0,4,4
1783,4,4,3,0,0,3,4
1784,4,4,3,0,0,3,4
1785,4,4,4,0,0,3,4
1786,3,2,4,0,0,3,4
1787,3,3,4,0,0,2,4
1788,3,3,4,0,0,3,4
1789,1,0,0,0,0,1,4
1790,1,0,0,0,0,1,4
1791,1,1,0,0,0,1,4
1792,1,1,1,0,0,1,4
1793,1,0,0,0,0,0,4
1794,1,0,0,0,0,0,4
1795,0,0,0,0,0,0,3
1796,1,0,0,0,0,0,3
1797,1,1,0,0,0,0,3
1798,1,0,0,0,0,1,3
1799,1,1,0,0,0,1,3
1800,2,1,0,0,0,1,3
1801,2,2,0,0,0,1,3
1802,2,2,0,0,0,2,3
1803,3,2,0,0,0,2,3
1804,1,2,0,0,0,1,4
1805,2,1,0,0,0,0,4
1806,2,1,0,0,0,1,4
1807,1,2,0,0,0,1,4
1808,2,1,0,0,0,0,4
1809,2,1,0,0,0,1,4
1810,2,2,0,0,0,1,4
1811,1,1,0,0,0,1,4
1812,2,0,0,0,0,1,4
1813,2,0,0,0,0,1,4
1814,1,0,0,0,0,0,4
1815,1,1,0,0,0,0,4
1816,0,1,0,0,0,1,4
1817,1,0,0,0,0,1,4
1818,1,1,0,0,0,1,4
1819,0,0,0,0,0,0,4
1820,1,0,0,0,0,0,4
1821,1,0,0,0,0,0,4
1822,0,1,0,0,0,0,3
1823,1,1,0,0,0,0,3
1824,1,0,0,0,0,0,3
1825,1,1,0,0,0,0,3
1826,0,1,0,0,0,1,3
1827,1,1,0,0,0,0,3
1828,0,0,0,0,0,0,4
1829,0,0,0,0,0,0,3
1830,0,0,0,0,0,0,3
1831,1,0,0,0,0,0,3
1832,1,0,0,0,0,0,3
1833,1,1,0,0,0,0,3
1834,1,1,0,0,0,1,3
1835,2,1,0,0,0,0,3
1836,1,1,0,0,0,1,3
1837,2,1,0,0,0,1,3
1838,2,2,0,0,0,1,3
1839,2,1,0,0,0,2,3
1840,1,2,0,0,0,1,3
1841,1,0,0,0,0,0,4
1842,0,0,0,0,0,0,4
1843,1,0,0,0,0,0,3
1844,1,0,0,0,0,0,3
1845,0,1,0,0,0,0,3
1846,1,1,0,0,0,0,3
1847,0,0,0,0,0,1,4
1848,0,0,0,0,0,0,4
1849,1,0,0,0,0,0,4
1850,0,0,0,0,0,0,4
1851,1,0,0,0,0,0,4
1852,1,0,0,0,0,0,4
1853,1,1,0,0,0,0,4
1854,1,1,0,0,0,0,4
1855,1,1,0,0,0,1,4
1856,2,1,0,0,0,1,4
1857,1,2,0,0,0,1,4
1858,2,2,0,0,0,1,4
1859,1,1,0,0,0,2,4
1860,2,1,0,0,0,1,4
1861,2,2,0,0,0,1,4
1862,2,2,0,0,0,2,4
1863,3,2,0,0,0,2,4
1864,3,3,0,0,0,2,4
1865,2,2,0,0,0,3,4
1866,3,2,0,0,0,3,4
1867,3,2,0,0,0,3,4
1868,3,3,0,0,0,2,4
1869,3,3,0,0,0,3,4
1870,3,2,0,0,0,2,4
1871,2,2,0,0,0,2,4
1872,3,2,0,0,0,1,4
1873,2,1,0,0,0,2,4
1874,2,2,0,0,0,2,4
1875,3,1,0,0,0,2,4
1876,3,2,0,0,0,2,4
1877,3,3,0,0,0,2,4
1878,1,2,0,0,0,1,4
1879,2,2,0,0,0,1,4
1880,2,2,0,0,0,2,4
1881,3,2,0,0,0,2,4
1882,2,3,0,0,0,1,4
1883,1,2,0,0,0,2,4
1884,2,2,0,0,0,2,4
1885,3,1,0,0,0,1,4
1886,3,2,0,0,0,1,4
1887,3,2,0,0,0,2,4
1888,3,3,0,0,0,2,4
1889,2,3,0,0,0,3,4
1890,3,3,0,0,0,3,4
1891,3,3,0,0,0,2,4
1892,3,1,0,0,0,3,4
1893,2,2,0,0,0,3,4
1894,3,2,0,0,0,3,4
1895,3,3,0,0,0,3,4
1896,4,3,0,0,0,3,4
1897,4,4,0,0,0,2,4
1898,4,4,0,0,0,3,4
1899,4,3,0,0,0,4,4
1900,4,4,0,0,0,4,4
1901,3,4,0,0,0,4,4
1902,2,3,0,0,0,4,4
1903,2,3,1,0,0,4,4
1904,2,3,2,0,0,4,4
1905,2,3,2,0,0,3,4
1906,3,3,2,0,0,3,4
1907,3,3,3,0,0,3,4
1908,4,3,3,0,0,3,4
1909,4,3,2,0,0,3,4
1910,4,3,3,0,0,3,4
1911,4,4,3,0,0,3,4
1912,4,4,4,0,0,3,4
1913,4,4,4,0,0,4,4
1914,3,4,4,0,0,4,4
1915,3,4,2,1,0,3,4
1916,2,4,2,2,0,3,4
1917,3,3,1,1,0,2,4
1918,3,3,2,1,0,2,4
1919,2,2,2,2,0,2,4
1920,3,2,2,2,0,2,4
1921,2,1,0,0,0,1,4
1922,2,0,0,0,0,0,4
1923,1,1,0,0,0,0,4
1924,0,0,0,0,0,1,4
1925,1,0,0,0,0,0,4
1926,1,1,0,0,0,0,4
1927,0,0,0,0,0,1,4
1928,1,0,0,0,0,1,4
1929,1,0,0,0,0,0,4
1930,0,1,0,0,0,0,4
1931,1,0,0,0,0,0,4
1932,0,0,0,0,0,0,4
1933,1,0,0,0,0,0,4
1934,0,0,0,0,0,0,3
1935,1,0,0,0,0,0,3
1936,1,1,0,0,0,0,3
1937,1,0,0,0,0,0,4
1938,0,0,0,0,0,0,4
1939,1,0,0,0,0,0,4
1940,1,1,0,0,0,0,4
1941,1,1,0,0,0,1,4
1942,1,1,0,0,0,0,4
1943,1,1,0,0,0,1,4
1944,1,0,0,0,0,1,4
1945,0,0,0,0,0,0,4
1946,1,0,0,0,0,0,4
1947,1,1,0,0,0,0,4
1948,1,1,0,0,0,1,4
1949,2,0,0,0,0,1,4
1950,2,1,0,0,0,0,4
1951,1,1,0,0,0,1,4
1952,2,1,0,0,0,1,4
1953,1,1,0,0,0,0,4
1954,0,0,0,0,0,1,4
1955,0,0,0,0,0,0,4
1956,1,0,0,0,0,0,4
1957,0,0,0,0,0,0,4
1958,0,0,0,0,0,0,3
1959,1,0,0,0,0,0,3
1960,1,0,0,0,0,0,3
1961,1,0,0,0,0,0,2
1962,0,1,0,0,0,0,2
1963,1,1,0,0,0,0,2
1964,1,1,0,0,0,1,2
1965,2,0,0,0,0,1,2
1966,1,0,0,0,0,0,3
1967,1,1,0,0,0,0,3
1968,0,0,0,0,0,0,4
1969,0,0,0,0,0,0,4
1970,1,0,0,0,0,0,4
1971,1,0,0,0,0,0,4
1972,1,1,0,0,0,0,4
1973,1,1,0,0,0,1,4
1974,2,1,0,0,0,1,4
1975,2,2,0,0,0,1,4
1976,0,1,0,0,0,1,4
1977,1,1,0,0,0,1,4
1978,1,0,0,0,0,1,4
1979,1,1,0,0,0,1,4
1980,2,1,0,0,0,1,4
1981,1,0,0,0,0,0,4
1982,1,1,0,0,0,0,4
1983,1,1,0,0,0,1,4
1984,2,1,0,0,0,1,4
1985,1,1,0,0,0,1,4
1986,2,1,0,0,0,0,4
1987,2,1,0,0,0,1,4
1988,2,1,0,0,0,1,4
1989,2,2,0,0,0,1,4
1990,2,2,0,0,0,2,4
1991,2,2,0,0,0,2,4
1992,3,2,0,0,0,2,4
1993,3,3,0,0,0,2,4
1994,3,3,0,0,0,3,4
1995,3,3,0,0,0,3,4
1996,4,2,0,0,0,2,4
1997,4,3,0,0,0,2,4
1998,2,2,0,0,0,2,4
1999,3,2,0,0,0,2,4
2000,1,3,0,0,0,2,4
2001,2,2,0,0,0,1,4
2002,2,2,0,0,0,2,4
2003,2,0,0,0,0,1,4
2004,2,1,0,0,0,1,4
2005,1,2,0,0,0,1,4
2006,1,1,0,0,0,1,4
2007,2,1,0,0,0,1,4
2008,2,2,0,0,0,1,4
2009,1,2,0,0,0,1,4
2010,2,2,0,0,0,1,4
2011,1,1,0,0,0,2,4
2012,2,1,0,0,0,2,4
2013,2,2,0,0,0,2,4
2014,3,2,0,0,0,2,4
2015,3,3,0,0,0,2,4
2016,3,3,0,0,0,3,4
2017,4,2,0,0,0,2,4
2018,4,3,0,0,0,2,4
2019,4,3,0,0,0,3,4
2020,4,4,0,0,0,3,4
2021,4,4,0,0,0,4,4
2022,3,4,0,0,0,4,4
2023,3,4,1,0,0,4,4
2024,3,3,2,0,0,4,4
2025,3,3,3,0,0,4,4
2026,1,3,1,0,0,3,4
2027,1,2,1,0,0,3,4
2028,2,2,1,0,0,2,4
2029,2,2,2,0,0,2,4
2030,3,2,2,0,0,2,4
2031,2,2,1,0,0,2,4
2032,2,1,2,0,0,1,4
2033,2,2,2,0,0,1,4
2034,2,1,0,0,0,2,4
2035,1,1,0,0,0,2,4
2036,1,1,0,0,0,2,4
2037,2,0,0,0,0,1,4
2038,2,0,0,0,0,1,4
2039,0,1,0,0,0,1,4
2040,1,1,0,0,0,1,4
2041,1,0,0,0,0,0,4
2042,0,1,0,0,0,0,4
2043,1,0,0,0,0,0,3
2044,1,1,0,0,0,0,3
2045,1,1,0,0,0,1,3
2046,1,0,0,0,0,0,4
2047,0,1,0,0,0,0,4
2048,1,1,0,0,0,0,4
2049,1,0,0,0,0,1,4
2050,0,1,0,0,0,1,4
2051,1,1,0,0,0,1,4
2052,2,1,0,0,0,0,4
2053,2,1,0,0,0,1,4
2054,2,2,0,0,0,1,4
2055,2,2,0,0,0,2,4
2056,2,1,0,0,0,2,4
2057,2,2,0,0,0,2,4
2058,3,2,0,0,0,2,4
2059,3,3,0,0,0,1,4
2060,2,2,0,0,0,2,4
2061,3,2,0,0,0,2,4
2062,3,2,0,0,0,1,4
2063,2,1,0,0,0,1,4
2064,2,2,0,0,0,1,4
2065,1,1,0,0,0,2,4
2066,2,1,0,0,0,1,4
2067,2,2,0,0,0,1,4
2068,1,1,0,0,0,1,4
2069,2,0,0,0,0,1,4
2070,2,1,0,0,0,1,4
2071,1,2,0,0,0,1,4
2072,2,1,0,0,0,1,4
2073,2,1,0,0,0,1,4
2074,1,2,0,0,0,1,4
2075,2,2,0,0,0,1,4
2076,2,2,0,0,0,1,4
2077,2,2,0,0,0,2,4
2078,2,0,0,0,0,2,4
2079,1,0,0,0,0,1,4
2080,1,1,0,0,0,1,4
2081,2,1,0,0,0,1,4
2082,0,1,0,0,0,0,4
2083,0,1,0,0,0,0,4
2084,1,1,0,0,0,0,3
2085,1,0,0,0,0,1,3
2086,0,1,0,0,0,1,3
2087,1,1,0,0,0,1,3
2088,1,1,0,0,0,1,3
2089,2,1,0,0,0,1,3
2090,2,1,0,0,0,1,3
2091,2,2,0,0,0,1,3
2092,2,2,0,0,0,2,3
2093,2,2,0,0,0,2,3
2094,3,2,0,0,0,1,3
2095,3,1,0,0,0,2,3
2096,1,2,0,0,0,2,3
2097,2,1,0,0,0,2,4
2098,2,2,0,0,0,1,4
2099,1,2,0,0,0,2,4
2100,2,2,0,0,0,2,4
2101,3,2,0,0,0,2,4
2102,3,3,0,0,0,2,4
2103,3,2,0,0,0,3,4
2104,3,3,0,0,0,3,4
2105,4,3,0,0,0,3,4
2106,4,4,0,0,0,3,4
2107,4,3,0,0,0,4,4
2108,3,4,0,0,0,3,4
2109,4,4,0,0,0,3,4
2110,3,3,0,0,0,4,4
2111,4,3,0,0,0,4,4
2112,3,3,0,0,0,4,4
2113,4,3,0,0,0,3,4
2114,3,3,0,0,0,3,4
2115,2,2,0,0,0,2,4
2116,3,2,0,0,0,2,4
2117,3,3,0,0,0,2,4
2118,3,3,0,0,0,3,4
2119,4,2,0,0,0,3,4
2120,3,3,0,0,0,3,4
2121,4,3,0,0,0,2,4
2122,4,2,0,0,0,3,4
2123,3,2,0,0,0,3,4
2124,2,3,0,0,0,3,4
2125,3,3,0,0,0,3,4
2126,4,2,0,0,0,2,4
2127,4,3,0,0,0,2,4
2128,4,3,0,0,0,3,4
2129,3,4,0,0,0,3,4
2130,4,4,0,0,0,3,4
2131,4,4,0,0,0,4,4
2132,4,4,0,0,0,4,4
2133,4,4,1,0,0,4,4
2134,4,4,2,0,0,4,4
2135,4,3,3,0,0,3,4
2136,4,4,1,0,0,3,4
2137,0,3,0,0,0,2,4
2138,0,2,0,0,0,2,4
2139,1,1,0,0,0,2,4
2140,2,1,0,0,0,1,4
2141,1,1,0,0,0,1,4
2142,2,1,0,0,0,1,4
2143,2,2,0,0,0,0,4
2144,2,1,0,0,0,1,4
2145,1,2,0,0,0,1,4
2146,2,2,0,0,0,1,4
2147,2,1,0,0,0,2,4
2148,2,2,0,0,0,2,4
2149,2,1,0,0,0,1,4
2150,2,2,0,0,0,1,4
2151,1,1,0,0,0,2,4
2152,2,0,0,0,0,1,4
2153,2,0,0,0,0,1,4
2154,1,0,0,0,0,1,4
2155,1,1,0,0,0,1,4
2156,1,1,0,0,0,0,4
2157,1,1,0,0,0,0,4
2158,0,0,0,0,0,1,4
2159,0,0,0,0,0,1,4
2160,1,0,0,0,0,0,4
2161,1,0,0,0,0,0,4
2162,1,1,0,0,0,0,4
2163,0,0,0,0,0,0,4
2164,0,0,0,0,0,0,4
2165,1,0,0,0,0,0,3
2166,1,0,0,0,0,0,3
2167,1,1,0,0,0,0,3
2168,1,1,0,0,0,1,3
2169,2,1,0,0,0,1,3
2170,1,2,0,0,0,0,3
2171,1,2,0,0,0,1,3
2172,1,1,0,0,0,1,4
2173,2,1,0,0,0,1,4
2174,1,0,0,0,0,0,4
2175,1,0,0,0,0,0,4
2176,1,1,0,0,0,0,4
2177,1,1,0,0,0,1,4
2178,1,1,0,0,0,0,4
2179,1,0,0,0,0,1,4
2180,1,1,0,0,0,1,4
2181,1,1,0,0,0,1,4
2182,1,0,0,0,0,1,4
2183,0,0,0,0,0,0,4
2184,0,0,0,0,0,0,4
2185,1,0,0,0,0,0,4
2186,1,0,0,0,0,0,4
2187,1,1,0,0,0,0,4
2188,0,1,0,0,0,0,4
2189,1,1,0,0,0,0,4
2190,1,1,0,0,0,1,4
2191,2,1,0,0,0,1,4
2192,1,1,0,0,0,0,4
2193,0,1,0,0,0,1,4
2194,1,1,0,0,0,1,4
2195,2,1,0,0,0,1,4
2196,2,1,0,0,0,1,4
2197,1,1,0,0,0,0,4
2198,0,1,0,0,0,1,4
2199,1,0,0,0,0,0,4
2200,1,0,0,0,0,0,4
2201,0,1,0,0,0,0,4
2202,1,1,0,0,0,0,4
2203,1,1,0,0,0,1,4
2204,2,0,0,0,0,1,4
2205,2,1,0,0,0,1,4
2206,1,1,0,0,0,1,4
2207,2,1,0,0,0,0,4
2208,2,1,0,0,0,1,4
2209,0,2,0,0,0,1,4
2210,1,2,0,0,0,1,4
2211,2,2,0,0,0,1,4
2212,2,2,0,0,0,2,4
2213,3,2,0,0,0,2,4
2214,2,2,0,0,0,1,4
2215,2,2,0,0,0,2,4
2216,3,2,0,0,0,2,4
2217,3,2,0,0,0,2,4
2218,3,3,0,0,0,2,4
2219,3,3,0,0,0,3,4
2220,3,3,0,0,0,3,4
2221,4,3,0,0,0,2,4
2222,4,3,0,0,0,3,4
2223,4,3,0,0,0,3,4
2224,3,4,0,0,0,3,4
2225,4,4,0,0,0,3,4
2226,4,3,0,0,0,4,4
2227,3,3,0,0,0,3,4
2228,4,3,0,0,0,3,4
2229,3,4,0,0,0,3,4
2230,4,4,0,0,0,3,4
2231,4,4,0,0,0,4,4
2232,4,4,0,0,0,4,4
2233,4,4,1,0,0,4,4
2234,3,3,2,0,0,3,4
2235,3,3,2,0,0,3,4
2236,3,3,3,0,0,3,4
2237,4,2,3,0,0,3,4
2238,3,3,3,0,0,3,4
2239,4,3,3,0,0,3,4
2240,4,4,3,0,0,3,4
2241,4,4,4,0,0,3,4
2242,4,3,3,0,0,3,4
2243,3,4,2,0,0,3,4
2244,3,3,3,0,0,3,4
2245,3,3,3,0,0,2,4
2246,3,3,3,0,0,3,4
2247,3,2,1,0,0,2,4
2248,0,1,0,0,0,1,4
2249,1,1,0,0,0,1,4
2250,1,0,0,0,0,1,4
2251,0,0,0,0,0,0,4
2252,0,0,0,0,0,0,3
2253,1,0,0,0,0,0,3
2254,0,0,0,0,0,0,3
2255,1,0,0,0,0,0,3
2256,1,1,0,0,0,0,3
2257,1,1,0,0,0,1,3
2258,2,1,0,0,0,1,3
2259,1,1,0,0,0,0,4
2260,1,0,0,0,0,0,4
2261,1,0,0,0,0,0,4
2262,1,1,0,0,0,0,4
2263,1,0,0,0,0,1,4
2264,0,1,0,0,0,1,4
2265,1,1,0,0,0,1,4
2266,2,1,0,0,0,1,4
2267,2,1,0,0,0,1,4
2268,2,2,0,0,0,1,4
2269,2,2,0,0,0,1,4
2270,1,2,0,0,0,2,4
2271,2,1,0,0,0,2,4
2272,2,2,0,0,0,2,4
2273,3,2,0,0,0,2,4
2274,3,2,0,0,0,2,4
2275,3,3,0,0,0,2,4
2276,2,2,0,0,0,1,4
2277,2,2,0,0,0,2,4
2278,3,2,0,0,0,2,4
2279,3,3,0,0,0,2,4
2280,2,1,0,0,0,3,4
2281,2,2,0,0,0,2,4
2282,3,2,0,0,0,2,4
2283,3,3,0,0,0,2,4
2284,1,0,0,0,0,1,4
2285,1,1,0,0,0,1,4
2286,0,0,0,0,0,0,3
2287,0,0,0,0,0,0,3
2288,1,0,0,0,0,0,3
2289,1,0,0,0,0,0,3
2290,1,1,0,0,0,0,3
2291,0,1,0,0,0,1,4
2292,1,1,0,0,0,0,4
2293,1,1,0,0,0,1,4
2294,2,1,0,0,0,1,4
2295,2,2,0,0,0,1,4
2296,2,2,0,0,0,2,4
2297,3,2,0,0,0,2,4
2298,2,3,0,0,0,2,4
2299,3,3,0,0,0,2,4
2300,3,3,0,0,0,3,4
2301,4,3,0,0,0,3,4
2302,4,4,0,0,0,3,4
2303,4,4,0,0,0,4,4
2304,3,4,0,0,0,4,4
2305,3,4,1,0,0,4,4
2306,3,4,2,0,0,4,4
2307,3,4,3,0,0,3,4
2308,4,4,3,0,0,3,4
2309,3,4,4,0,0,3,4
2310,4,4,3,0,0,3,4
2311,4,4,4,0,0,3,4
2312,1,4,4,0,0,4,4
2313,2,4,4,0,0,4,4
2314,3,4,4,0,0,3,4
2315,4,4,4,0,0,3,4
2316,4,4,3,0,0,4,4
2317,4,4,4,0,0,4,4
2318,3,4,2,0,0,4,4
2319,3,4,3,0,0,3,4
2320,4,4,3,0,0,3,4
2321,4,4,4,0,0,3,4
2322,4,4,4,0,0,4,4
2323,4,4,4,0,0,4,4
2324,4,4,3,1,0,4,4
2325,4,4,3,2,0,4,4
2326,3,4,3,3,0,4,4
2327,4,4,3,3,0,4,4
2328,4,4,4,3,0,4,4
2329,4,4,4,4,0,4,4
2330,4,4,4,4,0,4,4
2331,4,4,4,2,1,3,4
2332,4,4,4,2,2,3,4
2333,4,4,4,3,2,3,4
2334,3,4,3,3,3,3,4
2335,4,4,2,3,3,3,4
2336,3,4,3,2,3,3,4
2337,3,4,3,3,3,3,4
2338,4,4,3,3,2,3,4
2339,4,4,2,3,3,3,4
2340,4,4,3,3,3,3,4
2341,4,4,4,3,3,3,4
2342,4,4,4,3,3,3,4
2343,4,4,4,4,3,3,4
2344,4,4,4,4,4,3,4
2345,4,4,4,4,4,4,4
2346,4,4,4,4,3,4,4
2347,4,4,3,4,4,4,4
2348,4,4,4,4,4,4,4
2349,3,4,4,4,4,4,4
2350,4,4,4,3,4,3,4
2351,4,4,3,4,3,3,4
2352,4,4,4,4,3,3,4
2353,4,4,4,4,4,3,4
2354,4,4,4,4,4,4,4
2355,4,4,4,4,4,4,4
2356,3,4,4,4,4,4,4
2357,4,4,4,4,4,4,4
2358,4,4,4,4,4,4,4
2359,4,4,3,4,4,4,4
2360,4,4,3,4,3,4,4
2361,4,4,4,4,3,3,4
2362,4,4,4,4,4,3,4
2363,4,4,4,4,4,4,4
2364,3,4,4,3,4,4,4
2365,4,4,3,3,4,3,4
2366,3,4,4,2,3,3,4
2367,3,4,3,3,3,3,4
2368,4,4,3,3,3,3,4
2369,4,4,4,2,2,3,4
2370,4,4,4,3,2,3,4
2371,4,4,4,3,3,3,4
2372,4,4,4,4,3,3,4
2373,3,4,4,4,4,2,4
2374,3,4,4,4,3,3,4
2375,4,4,3,4,3,3,4
2376,4,4,4,3,3,3,4
2377,4,4,4,4,3,3,4
2378,3,4,4,3,3,2,4
2379,3,4,4,3,3,3,4
2380,4,4,3,3,3,3,4
2381,4,4,4,3,2,3,4
2382,3,4,4,2,3,3,4
2383,3,4,4,3,3,3,4
2384,4,4,4,3,3,3,4
2385,3,4,3,4,3,2,4
2386,3,4,3,3,2,3,4
2387,3,4,3,3,3,3,4
2388,4,4,2,3,3,3,4
2389,4,4,3,3,3,3,4
2390,3,4,4,3,3,3,4
2391,4,4,3,1,2,3,4
2392,4,4,3,2,2,3,4
2393,3,4,2,2,1,2,4
2394,3,4,2,2,2,1,4
2395,2,4,2,2,2,2,4
2396,3,4,2,1,2,2,4
2397,3,4,1,2,2,2,4
2398,3,4,2,2,2,2,4
2399,3,4,3,2,1,2,4
2400,3,4,3,2,2,2,4
2401,2,4,2,3,2,1,4
2402,2,4,2,3,2,2,4
2403,3,4,2,3,2,2,4
2404,3,4,3,3,2,2,4
2405,3,4,2,3,3,2,4
2406,3,4,3,2,3,2,4
2407,3,4,3,3,3,2,4
2408,3,4,3,3,3,3,4
2409,4,4,2,3,3,3,4
2410,4,4,3,3,2,3,4
2411,3,4,3,2,3,2,4
2412,3,4,3,3,3,2,4
2413,3,4,2,3,3,3,4
2414,3,4,3,2,3,3,4
2415,3,4,3,3,3,3,4
2416,4,4,3,3,2,3,4
2417,4,4,3,3,3,3,4
2418,4,4,4,3,3,3,4
2419,3,4,4,4,3,3,4
2420,4,4,4,3,3,3,4
2421,4,4,4,4,3,3,4
2422,4,4,4,4,4,2,4
2423,4,4,3,4,3,3,4
2424,4,4,4,4,3,3,4
2425,4,4,4,4,4,3,4
2426,4,4,4,4,4,4,4
2427,4,4,4,4,4,4,4
2428,3,4,4,4,3,3,4
2429,3,4,4,3,3,3,4
2430,4,4,4,3,3,3,4
2431,4,4,3,4,2,3,4
2432,4,4,3,4,3,3,4
2433,4,4,4,4,3,3,4
2434,3,4,4,3,3,2,4
2435,3,4,4,3,3,3,4
2436,4,4,4,3,3,3,4
2437,4,4,3,3,3,3,4
2438,4,4,4,3,3,3,4
2439,4,4,3,4,3,3,4
2440,4,4,4,4,3,3,4
2441,4,4,4,4,4,3,4
2442,4,4,4,4,4,4,4
2443,3,4,4,4,3,4,4
2444,4,4,4,4,3,4,4
2445,4,4,4,4,4,4,4
2446,4,4,4,4,4,4,4
2447,4,4,4,4,4,4,4
2448,4,4,4,4,4,4,4
2449,4,4,4,4,4,4,4
2450,4,4,4,4,4,3,4
2451,4,4,4,4,4,4,4
2452,4,4,4,4,4,4,4
2453,4,4,4,3,4,4,4
2454,4,4,4,4,4,4,4
2455,4,4,4,4,4,4,4
2456,4,4,4,4,4,4,4
2457,4,4,3,4,4,4,4
2458,4,4,4,4,4,4,4
2459,3,4,3,3,4,4,4
2460,4,4,3,3,4,4,4
2461,4,4,4,3,3,4,4
2462,4,4,4,4,3,4,4
2463,4,4,4,4,4,4,4
2464,3,4,3,4,4,4,4
2465,4,4,3,4,4,4,4
2466,3,4,4,4,4,3,4
2467,4,4,4,4,3,3,4
2468,4,4,4,4,4,3,4
2469,4,4,4,4,4,4,4
2470,4,4,4,3,4,4,4
2471,3,4,4,4,4,4,4
2472,4,4,4,4,4,4,4
2473,4,4,4,4,4,4,4
2474,3,4,2,2,3,3,4
2475,2,4,3,2,2,3,4
2476,3,4,2,2,2,3,4
2477,2,4,3,1,1,3,4
2478,1,4,3,2,1,3,4
2479,2,4,3,2,1,3,4
2480,2,4,3,2,2,3,4
2481,3,4,3,2,2,2,4
2482,3,4,3,3,2,2,4
2483,3,4,2,1,3,2,4
2484,3,4,2,2,3,2,4
2485,3,4,3,2,3,2,4
2486,2,4,3,3,3,2,4
2487,3,4,2,1,2,2,4
2488,3,4,2,2,2,1,4
2489,2,4,2,2,1,2,4
2490,2,4,1,2,2,2,4
2491,2,4,2,1,2,2,4
2492,2,4,2,1,2,2,4
2493,2,4,2,2,2,2,4
2494,3,4,0,2,1,1,4
2495,3,4,1,2,1,1,4
2496,3,4,2,2,1,1,4
2497,3,4,2,2,2,1,4
2498,3,4,2,2,2,2,4
2499,3,4,3,2,2,2,4
2500,2,4,3,3,1,2,4
2501,2,4,3,2,2,2,4
2502,3,4,3,2,2,2,4
2503,2,4,2,3,2,1,4
2504,2,4,2,3,1,2,4
2505,2,4,2,3,2,2,4
2506,3,4,2,3,2,2,4
2507,3,4,3,2,2,2,4
2508,3,4,3,3,2,2,4
2509,3,4,2,3,3,2,4
2510,2,4,3,3,2,1,4
2511,2,4,3,3,2,2,4
2512,2,4,1,2,1,1,4
2513,1,4,2,2,1,1,4
2514,2,4,2,2,1,1,4
2515,2,4,2,2,1,1,4
2516,2,4,2,1,2,1,4
